year,month,day,provstate,city,latitude,longitude,primary_attacktype,primary_target,target_nationality,primary_group,nperps,nperpcap,weaptype1,weapsubtype1,nkill,nwound,nkillter,nwoundte
2011,5,22,Homs,NA,34.256841,38.317288,Armed Assault,Private Citizens & Property,Syria,Unknown,NA,0,Firearms,Automatic Weapon,10,3,0,0
2011,7,12,Deir ez-Zor,Tayyanah,34.982778,40.5375,Bombing/Explosion,Utilities,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Other Explosive Type,0,0,0,0
2011,7,13,Deir ez-Zor,Busayrah,35.155735,40.42632,Bombing/Explosion,Utilities,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2011,7,23,Homs,Homs,34.727926,36.711964,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,NA,0,0
2011,7,23,Homs,Homs,34.727926,36.711964,Facility/Infrastructure Attack,Transportation,Syria,Unknown,NA,0,Unknown,NA,1,NA,0,0
2011,7,29,Homs,NA,34.256841,38.317288,Bombing/Explosion,Utilities,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2011,8,3,Deir ez-Zor,NA,35.263396,40.28768,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Unknown,NA,0,Unknown,NA,0,0,0,0
2011,8,18,Latakia,Latakia,35.516863,35.787049,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,0,0,0,0
2011,8,22,Homs,NA,34.256841,38.317288,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Unknown,NA,0,Firearms,Unknown Gun Type,14,0,0,0
2011,9,7,Homs,Homs,34.727926,36.711964,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2011,9,7,Homs,Rastan,34.9221,36.733894,Hostage Taking (Kidnapping),Government (General),Syria,Unknown,NA,0,Unknown,NA,0,0,0,0
2011,9,19,Hamah,Dahiriyah,35.161944,36.731667,Armed Assault,Military,Syria,Unknown,NA,0,Firearms,Unknown Gun Type,4,18,0,0
2011,9,25,Homs,Qusayr district,34.508196,36.581794,Armed Assault,Military,Syria,Unknown,NA,0,Firearms,Unknown Gun Type,8,1,0,0
2011,9,26,Homs,Homs,34.727926,36.711964,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Unknown,NA,0,Firearms,Unknown Gun Type,0,1,0,0
2011,9,27,Homs,Homs,34.727926,36.711964,Unknown,Educational Institution,Syria,Unknown,NA,0,Unknown,NA,2,0,0,0
2011,10,1,Damascus,Damascus,33.512753,36.295873,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Other Explosive Type,2,2,0,0
2011,10,2,Idlib,Idlib,35.931816,36.635165,Armed Assault,Private Citizens & Property,Syria,Unknown,NA,0,Firearms,Unknown Gun Type,2,0,0,0
2011,10,5,Homs,Homs,34.727926,36.711964,Armed Assault,Business,Russia,Unknown,NA,0,Firearms,Unknown Gun Type,0,0,0,0
2011,10,7,Al Hasakah,Qamishli,37.050316,41.217691,Armed Assault,Private Citizens & Property,NA,Unknown,4,0,Firearms,Unknown Gun Type,1,2,0,0
2011,10,11,Hamah,Jalmeh,35.322994,36.487899,Hostage Taking (Kidnapping),Government (General),Syria,Unknown,10,0,Firearms,Unknown Gun Type,0,0,0,0
2011,11,2,Homs,Kafr Laha,34.895631,36.497165,Armed Assault,Business,Syria,Gunmen,NA,0,Firearms,Unknown Gun Type,10,0,0,0
2011,11,8,Idlib,Maarat al-Numan,35.649744,36.679683,Unknown,Military,Syria,Unknown,NA,0,Unknown,NA,8,0,0,0
2011,11,10,Idlib,Khan Sheikhoun,35.439974,36.649616,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Other Explosive Type,0,4,0,0
2011,11,10,Idlib,Kufair,35.814105,36.320511,Armed Assault,Private Citizens & Property,Syria,Gunmen,NA,0,Firearms,Unknown Gun Type,2,2,0,0
2011,11,10,Idlib,Maarat al-Numan,35.649744,36.679683,Bombing/Explosion,Police,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,3,0,0
2011,11,18,Hamah,Hamah,35.136363,36.752194,Bombing/Explosion,Police,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,1,0,0
2011,11,18,Deir ez-Zor,Deir ez-Zor,35.337021,40.146053,Bombing/Explosion,Utilities,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2011,11,19,Homs,Homs,34.727926,36.711964,Armed Assault,Private Citizens & Property,Syria,Gunmen,NA,0,Firearms,Unknown Gun Type,11,5,0,0
2011,11,20,Damascus,Damascus,33.512753,36.295873,Bombing/Explosion,Government (General),Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2011,11,23,Idlib,Bidama,35.812641,36.193641,Bombing/Explosion,Transportation,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Remote Trigger,0,0,0,0
2011,11,24,Idlib,Taftanaz,35.997136,36.785249,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,0
2011,11,24,Homs,Homs district,34.665988,36.837354,Armed Assault,Military,Syria,Free Syrian Army,NA,0,Firearms,Unknown Gun Type,10,0,0,0
2011,11,25,Hamah,Hamah,35.136363,36.752194,Bombing/Explosion,Police,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,0
2011,11,25,Hamah,Hamah,35.136363,36.752194,Bombing/Explosion,Unknown,NA,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2011,11,25,Daraa,Daraa,32.626198,36.106739,Bombing/Explosion,Unknown,NA,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2011,11,25,Daraa,Daraa,32.626198,36.106739,Bombing/Explosion,Unknown,NA,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2011,11,25,Daraa,Daraa,32.626198,36.106739,Bombing/Explosion,Unknown,NA,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2011,11,25,Daraa,Daraa,32.626198,36.106739,Bombing/Explosion,Unknown,NA,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2011,11,27,Idlib,Masaran,35.7076,36.802113,Armed Assault,Police,Syria,Gunmen,NA,0,Firearms,Unknown Gun Type,NA,4,NA,0
2011,12,8,Homs,Homs,34.727926,36.711964,Bombing/Explosion,Utilities,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2011,12,12,Homs,Rastan,34.9221,36.733894,Bombing/Explosion,Utilities,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2011,12,0,Homs,Tal Asour district,34.904548,36.769751,Bombing/Explosion,Utilities,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2011,12,23,Damascus,Damascus,33.512753,36.295873,Bombing/Explosion,Government (General),Syria,Al-Qaida in Iraq,NA,0,Explosives/Bombs/Dynamite,Vehicle,23,83,1,0
2011,12,23,Damascus,Damascus,33.512753,36.295873,Bombing/Explosion,Military,Syria,Al-Qaida in Iraq,NA,0,Explosives/Bombs/Dynamite,Vehicle,23,83,1,0
2012,1,3,Homs,Homs,34.733879,36.71817,Bombing/Explosion,Utilities,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2012,1,6,Damascus,Damascus,33.5111,36.3064,Bombing/Explosion,Police,Syria,Al-Nusrah Front,1,0,Explosives/Bombs/Dynamite,Vehicle,26,46,1,0
2012,1,11,Homs,Homs,34.733879,36.71817,Bombing/Explosion,Journalists & Media,France,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",9,NA,0,0
2012,1,21,Idlib,Idlib,35.92456,36.645284,Bombing/Explosion,Police,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,14,26,0,0
2012,1,21,Idlib,Unknown,35.82688,36.695722,Bombing/Explosion,Other,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,NA,NA,0,0
2012,1,25,Idlib,Khan Shaykhun,35.446232,36.648571,Assassination,NGO,Syria,Unknown,NA,0,Firearms,Automatic Weapon,1,0,0,0
2012,1,26,Aleppo,Halab,36.215549,37.159279,Hostage Taking (Kidnapping),Private Citizens & Property,Iran,Unknown,NA,0,Firearms,Unknown Gun Type,NA,NA,0,0
2012,1,27,Idlib,Idlib,35.933333,36.633333,Bombing/Explosion,Military,Syria,Unknown,1,0,Explosives/Bombs/Dynamite,Vehicle,6,0,1,0
2012,1,30,Daraa,Al-Hrak,32.751111,36.305278,Armed Assault,Military,Syria,Syrian Army deserters,NA,0,Firearms,Unknown Gun Type,6,0,0,0
2012,2,1,Hamah,Hamah,35.137751,36.752421,Hostage Taking (Kidnapping),Private Citizens & Property,Iran,Free Syrian Army,7,0,Firearms,Unknown Gun Type,0,0,0,0
2012,2,11,Damascus,Damascus,33.511111,36.306388,Assassination,Military,Syria,Unknown,3,0,Firearms,Unknown Gun Type,1,0,0,0
2012,2,10,Aleppo,Aleppo,36.215578,37.159272,Bombing/Explosion,Military,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,Vehicle,15,100,1,0
2012,2,10,Aleppo,Aleppo,36.215578,37.159272,Bombing/Explosion,Police,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,Vehicle,15,100,1,0
2012,2,19,Idlib,Unknown,35.82688,36.695722,Assassination,Government (General),Syria,Unknown,NA,0,Firearms,Unknown Gun Type,2,0,0,0
2012,2,23,Idlib,Idlib,35.933296,36.633351,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,7,0,0
2012,2,23,Homs,Homs,34.733911,36.71815,Hostage Taking (Kidnapping),Military,Syria,Unknown,NA,0,Unknown,NA,2,0,0,0
2012,2,24,Homs,Ar-Rastan,34.929212,36.741689,Facility/Infrastructure Attack,Military,Syria,Free Syrian Army,NA,0,Unknown,NA,0,0,0,0
2012,2,24,Idlib,Feloon,35.713863,36.525666,Bombing/Explosion,Unknown,Syria,Unknown,15,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,15,0,15,0
2012,3,3,Daraa,Daraa,32.6245,36.105221,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,3,20,1,0
2012,3,17,Damascus,Damascus,33.5111,36.3064,Bombing/Explosion,Government (General),Syria,Al-Nusrah Front,1,0,Explosives/Bombs/Dynamite,Vehicle,15,70,1,0
2012,3,17,Damascus,Damascus,33.5111,36.3064,Bombing/Explosion,Government (General),Syria,Al-Nusrah Front,1,0,Explosives/Bombs/Dynamite,Vehicle,14,70,1,0
2012,3,17,Damascus,Damascus,33.5111,36.3064,Bombing/Explosion,Military,Syria,Unknown,2,0,Explosives/Bombs/Dynamite,Vehicle,2,0,2,0
2012,3,18,Aleppo,Aleppo,36.215549,37.159279,Bombing/Explosion,Government (General),Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,3,25,0,0
2012,3,20,Daraa,Unknown,32.6245,36.105221,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,1,NA,1,0
2012,4,4,Homs,Al-Qarabis,34.739567,36.707074,Facility/Infrastructure Attack,NGO,Syria,Unknown,NA,0,Incendiary,Arson/Fire,0,0,0,0
2012,4,7,Homs,Qusayr,34.511669,36.576469,Armed Assault,Transportation,Lebanon,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",7,21,0,0
2012,4,13,Damascus,Damascus,33.511087,36.306252,Assassination,Religious Figures/Institutions,Syria,Unknown,2,0,Firearms,Unknown Gun Type,1,0,0,0
2012,4,18,Rif Dimashq,Duma,33.572361,36.40202,Armed Assault,Police,Syria,Unknown,NA,0,Firearms,Unknown Gun Type,1,1,0,0
2012,4,20,Hamah,Hamah,35.13781,36.752449,Bombing/Explosion,Business,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),NA,0,1,0
2012,4,24,Damascus,Damascus,35.5111,36.3064,Bombing/Explosion,Private Citizens & Property,Iran,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,3,0,0
2012,4,24,Damascus,Damascus,35.5111,36.3064,Unknown,Military,Syria,Unknown,NA,0,Unknown,NA,2,0,0,0
2012,4,25,Hamah,Hamah,35.108184,36.773,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,12,NA,0,0
2012,4,26,Rif Dimashq,Duma,33.572361,36.40202,Armed Assault,NGO,Syria,Unknown,NA,0,Firearms,Unknown Gun Type,1,3,0,0
2012,4,27,Damascus,Al-Midan,33.49059,36.296973,Bombing/Explosion,Police,Syria,Al-Nusrah Front,1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),12,28,1,0
2012,4,27,Damascus,Damascus,33.501388,36.309643,Bombing/Explosion,Transportation,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,2,0,0
2012,4,27,Damascus,Damascus,35.5111,36.3064,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,1,0,0
2012,4,27,Damascus,Damascus,35.5111,36.3064,Bombing/Explosion,Unknown,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,1,0,0
2012,4,27,Deir ez-Zor,Deir ez-Zor,35.333333,40.15,Bombing/Explosion,Unknown,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2012,4,27,Tartus,Tartus,34.883333,35.883333,Bombing/Explosion,Police,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,5,0,0
2012,4,30,Idlib,Idlib,35.933333,36.633333,Bombing/Explosion,Military,Syria,Unknown,1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),3,33,1,0
2012,4,30,Idlib,Idlib,35.933333,36.633333,Bombing/Explosion,Government (General),Syria,Unknown,1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),4,33,1,0
2012,4,30,Idlib,Idlib,35.933333,36.633333,Bombing/Explosion,Educational Institution,Syria,Unknown,1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),4,34,1,0
2012,4,30,Damascus,Damascus,33.5111,36.3064,Bombing/Explosion,Government (General),Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,4,0,0
2012,5,5,Damascus,Damascus,33.5111,36.3064,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2012,5,5,Aleppo,Aleppo,36.215549,37.159279,Bombing/Explosion,Business,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,Vehicle,5,21,0,0
2012,5,5,Damascus,Damascus,33.5111,36.3064,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,2,5,0,0
2012,5,9,Daraa,Daraa,32.6245,36.105221,Bombing/Explosion,Government (Diplomatic),International,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,6,0,0
2012,5,9,Damascus,Jaramana,33.483333,36.35,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,7,0,0,0
2012,5,10,Damascus,Damascus,33.5111,36.3064,Bombing/Explosion,Military,Syria,Al-Nusrah Front,2,0,Explosives/Bombs/Dynamite,Vehicle,57,370,2,0
2012,5,11,Aleppo,Aleppo,36.215549,37.159279,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Grenade,1,0,0,0
2012,5,11,Aleppo,Aleppo,36.215549,37.159279,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,1,0,Explosives/Bombs/Dynamite,Vehicle,1,0,1,0
2012,5,11,Homs,Nawa,34.841853,36.983302,Armed Assault,Military,Syria,Unknown,NA,0,Firearms,Unknown Gun Type,4,0,0,0
2012,5,13,Homs,Qusayr,34.509329,36.576649,Armed Assault,Government (Diplomatic),International,Unknown,NA,0,Firearms,Unknown Gun Type,0,0,0,0
2012,5,15,Idlib,Khan Shaykhun,35.44593,36.648931,Bombing/Explosion,Government (Diplomatic),International,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2012,5,18,Damascus,Damascus,33.548765,36.314888,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,NA,0,0
2012,5,18,Damascus,Damascus,33.5111,36.3064,Bombing/Explosion,Unknown,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2012,5,18,Hamah,Unknown,35.188786,37.211583,Bombing/Explosion,Police,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,2,0,0
2012,5,19,Deir ez-Zor,Deir ez-Zor,35.333389,40.15002,Bombing/Explosion,Military,Syria,Unknown,1,0,Explosives/Bombs/Dynamite,Vehicle,10,100,1,0
2012,5,20,Rif Dimashq,Duma,33.572306,36.401919,Bombing/Explosion,Government (Diplomatic),International,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0
2012,5,22,Damascus,Damascus,33.549497,36.341709,Bombing/Explosion,Business,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,5,0,0,0
2012,5,22,Aleppo,Unknown,36.226239,37.46814,Hostage Taking (Kidnapping),Private Citizens & Property,Lebanon,Free Syrian Army,NA,0,Firearms,Unknown Gun Type,0,0,0,0
2012,5,22,Aleppo,Aleppo,36.211683,37.1473,Hostage Taking (Kidnapping),Business,Iran,Unknown,NA,0,Firearms,Unknown Gun Type,NA,NA,0,0
2012,5,27,Damascus,Tal Mneen,33.642058,36.29832,Armed Assault,Police,Syria,Unknown,NA,0,Firearms,Unknown Gun Type,7,11,0,0
2012,5,27,Damascus,Damascus,33.5111,36.3064,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,5,0,0
2012,5,28,Aleppo,Aleppo,36.215549,37.159279,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,12,0,0
2012,6,7,Hamah,Mazraat al-Qabeer,35.15,36.516667,Armed Assault,Government (Diplomatic),International,Unknown,NA,0,Firearms,Unknown Gun Type,0,0,0,0
2012,6,8,Idlib,Idlib,35.933333,36.633333,Bombing/Explosion,Police,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,5,NA,0,0
2012,6,8,Rif Dimashq,Qudssaya,33.548004,36.216972,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,2,0,0,0
2012,6,8,Damascus,Damascus,33.5111,36.3064,Bombing/Explosion,Government (General),Russia,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2012,6,9,Damascus,Damascus,33.5111,36.3064,Armed Assault,Government (General),Russia,Unknown,NA,0,Firearms,Unknown Gun Type,0,0,0,0
2012,6,14,Rif Dimashq,Sayyidah Zaynab,33.442956,36.333556,Bombing/Explosion,Transportation,Syria,Unknown,1,0,Explosives/Bombs/Dynamite,Vehicle,1,14,1,0
2012,6,14,Idlib,Idlib,35.933333,36.633333,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,0,6,0,0
2012,6,15,Aleppo,Aleppo,36.187021,37.11964,Bombing/Explosion,Religious Figures/Institutions,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,9,0,0
2012,6,15,Daraa,Busra,32.519329,36.49424,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,8,0,0,0
2012,6,20,Daraa,Daraa,32.6245,36.105221,Bombing/Explosion,Journalists & Media,Italy,Unknown,NA,0,Explosives/Bombs/Dynamite,Other Explosive Type,1,3,0,0
2012,6,22,Aleppo,Darat Izzah,36.282778,36.851944,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Syria,Free Syrian Army,NA,0,Firearms,Unknown Gun Type,25,0,0,0
2012,6,27,Damascus,Drousha,33.400277,36.129999,Armed Assault,Journalists & Media,Syria,Al-Nusrah Front,NA,0,Firearms,Unknown Gun Type,7,0,0,0
2012,6,28,Damascus,Damascus,33.5111,36.3064,Bombing/Explosion,Government (General),Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Sticky Bomb,0,3,0,0
2012,6,30,Damascus,Damascus,33.5111,36.3064,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,20,NA,0,0
2012,7,9,Deir ez-Zor,Unknown,35.288069,40.308863,Armed Assault,NGO,International,Unknown,NA,0,Firearms,Unknown Gun Type,1,0,0,0
2012,7,11,Damascus,Daraya,33.456443,36.235963,Assassination,Journalists & Media,Syria,Unknown,NA,0,Firearms,Unknown Gun Type,1,0,0,0
2012,7,13,Damascus,Damascus,33.503097,36.258445,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,0,0,0,0
2012,7,14,Hamah,Muhradah,35.25,36.583333,Bombing/Explosion,Military,Syria,Unknown,1,0,Explosives/Bombs/Dynamite,Vehicle,5,0,1,0
2012,7,15,Damascus,Damascus,33.5111,36.3064,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,NA,NA,0,0
2012,7,18,Damascus,Damascus,33.5111,36.3064,Assassination,Government (General),Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),5,NA,1,0
2012,7,20,Al Hasakah,Bab al-Hawa,37.198399,42.119,Armed Assault,Military,Syria,Unknown,150,0,Firearms,Unknown Gun Type,0,0,0,0
2012,7,27,Aleppo,Aleppo,36.215549,37.159279,Hostage Taking (Kidnapping),Religious Figures/Institutions,Syria,Unknown,NA,0,Firearms,Unknown Gun Type,1,0,0,0
2012,7,30,Aleppo,Anadan,36.29341,37.044285,Hostage Taking (Kidnapping),Military,Syria,Free Syrian Army,NA,0,Firearms,Unknown Gun Type,10,NA,4,NA
2012,7,31,Aleppo,Aleppo,36.215549,37.159279,Bombing/Explosion,Private Citizens & Property,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,0,2,0
2012,7,31,Aleppo,Aleppo,36.215549,37.159279,Bombing/Explosion,Military,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,0,2,0
2012,7,31,Aleppo,Aleppo,36.215549,37.159279,Unknown,Military,Syria,Free Syrian Army,NA,0,Unknown,NA,2,0,2,0
2012,8,1,Aleppo,Afrin,36.51,36.867778,Hostage Taking (Kidnapping),Journalists & Media,Turkey,Democratic Union Party (PYD),NA,0,Unknown,NA,0,0,0,0
2012,8,4,Damascus,Damascus,33.5111,36.3064,Hostage Taking (Kidnapping),Private Citizens & Property,Iran,Free Syrian Army,NA,0,Firearms,Unknown Gun Type,0,0,0,0
2012,8,13,Damascus,Damascus,33.5111,36.3064,Hostage Taking (Kidnapping),Journalists & Media,United States,Unknown,NA,0,Unknown,NA,NA,NA,0,0
2012,8,15,Damascus,Damascus,33.5111,36.3064,Bombing/Explosion,Government (Diplomatic),International,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,Vehicle,0,5,0,0
2012,8,21,Damascus,Damascus,33.503097,36.258445,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,4,6,0,0
2012,9,2,Damascus,Damascus,33.517864,36.285592,Bombing/Explosion,Military,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,4,0,0
2012,8,28,Damascus,Jaramana,33.483333,36.35,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,12,48,0,0
2012,9,1,Damascus,Damascus,33.537554,36.300106,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Sticky Bomb,1,0,0,0
2012,9,1,Deir ez-Zor,Deir ez-Zor,35.333333,40.15,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,2,2,1,0
2012,9,1,Damascus,Sbeneh,33.436628,36.287486,Bombing/Explosion,Religious Figures/Institutions,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,Vehicle,15,0,0,0
2012,9,3,Damascus,Jaramana,33.483333,36.35,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,5,27,0,0
2012,9,7,Aleppo,Aleppo,36.215549,37.159279,Unknown,Military,Syria,Al-Nusrah Front,NA,0,Unknown,NA,22,0,4,0
2012,9,7,Damascus,Damascus,33.539974,36.298329,Bombing/Explosion,Religious Figures/Institutions,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,5,3,0,0
2012,9,7,Damascus,Damascus,33.503056,36.258333,Bombing/Explosion,Government (General),Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,0,0,0,0
2012,9,9,Aleppo,Aleppo,36.215549,37.159279,Bombing/Explosion,Military,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,Vehicle,17,40,0,0
2012,9,12,Idlib,Saraqib,35.866667,36.8,Bombing/Explosion,Military,Syria,Free Syrian Army,1,0,Explosives/Bombs/Dynamite,Vehicle,19,NA,1,0
2012,9,23,Damascus,Damascus,33.5111,36.3064,Bombing/Explosion,Business,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,0
2012,9,25,Damascus,Damascus,33.5111,36.3064,Bombing/Explosion,Educational Institution,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,7,0,0
2012,9,26,Damascus,Damascus,33.5111,36.3064,Bombing/Explosion,Military,Syria,Tajamo Ansar al-Islam,5,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),6,14,2,0
