year,month,day,provstate,city,latitude,longitude,primary_attacktype,primary_target,target_nationality,primary_group,weaptype1,weapsubtype1,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte
2007,6,8,Kirkuk,Dakok,35.46979,44.396337,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,10,0,0,10,0,0
2007,6,8,Basra,Basra,30.5,47.816667,Assassination,Police,Iraq,Unknown,Firearms,Unknown Gun Type,1,0,0,0,0,0
2007,6,8,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,1,0,0
2007,6,8,Kirkuk,Hawijah,35.324817,43.766813,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,3,0,0
2007,6,8,Basra,Qurnah,31.015833,47.430556,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,9,0,1,15,0,0
2007,6,8,Basra,Qurnah,31.015833,47.430556,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,8,0,1,15,0,0
2007,6,8,Diyala,Kan'an,33.693119,44.794692,Armed Assault,Private Citizens & Property,Iraq,Unknown,Firearms,Unknown Gun Type,5,0,0,0,0,0
2007,6,9,Babil,Alexandria,32.874886,44.281016,Bombing/Explosion,Military,Iraq,Al-Qaida in Iraq,Explosives/Bombs/Dynamite,Vehicle,15,0,1,30,0,0
2007,6,9,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,4,0,0,7,0,0
2007,6,9,Diyala,Baqubah,33.75,44.633333,Armed Assault,Military,Multinational,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0,0,0
2007,6,9,Nineveh,Mosul,36.34,43.13,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,2,0,0
2007,6,9,Nineveh,Mosul,36.34,43.13,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,0,0,4,0,0
2007,6,9,Baghdad,Baghdad,33.251522,44.507829,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,3,0,0
2007,6,9,Baghdad,Baghdad,33.411707,44.432341,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,2,0,0,7,0,0
2007,6,9,Baghdad,Baghdad,33.368141,44.363851,Bombing/Explosion,Police,Iraq,Just Punishment Brigades,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,1,0,0
2007,6,9,Baghdad,Baghdad,33.268315,44.34494,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2007,6,9,Nineveh,Mosul,36.34,43.13,Armed Assault,Terrorists/Non-State Militia,Iraq,Unknown,Firearms,Unknown Gun Type,7,0,7,0,0,0
2007,6,9,Nineveh,Mosul,36.34,43.13,Armed Assault,Police,Iraq,Unknown,Firearms,Unknown Gun Type,1,0,0,1,0,0
2007,6,9,Saladin,Samarra,34.192537,43.886423,Bombing/Explosion,Private Citizens & Property,Iraq,Ansar al-Islam,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3,0,0,7,0,0
2007,6,9,Diyala,Baqubah,33.75,44.633333,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),3,0,2,0,0,0
2007,6,10,Saladin,Tikrit,34.604447,43.685789,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,16,0,1,50,0,0
2007,6,10,Kirkuk,Hawijah,35.324817,43.766813,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,3,0,0
2007,6,10,Baghdad,Baghdad,33.268315,44.34494,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,2,0,1,5,0,0
2007,6,10,Baghdad,Baghdad,33.247211,44.35676,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,2,0,1,3,0,0
2007,6,10,Baghdad,Baghdad,33.3,44.4,Armed Assault,Private Citizens & Property,Iraq,Unknown,Firearms,Unknown Gun Type,1,0,0,1,0,0
2007,6,10,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Military,United States,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,5,0,0
2007,6,10,Nineveh,Tal Afar,36.374029,42.451435,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,0,0,5,0,0
2007,6,10,Babil,Iskandariyah,32.88504,44.348,Bombing/Explosion,Government (General),Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2007,6,10,Baghdad,Baghdad,33.247211,44.35676,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,4,0,0
2007,6,11,Diyala,Baqubah,33.75,44.633333,Bombing/Explosion,Transportation,Iraq,Al-Qaida in Iraq,Explosives/Bombs/Dynamite,Vehicle,1,0,1,0,0,0
2007,6,11,Nineveh,Mosul,36.34,43.13,Armed Assault,Private Citizens & Property,Iraq,Unknown,Firearms,Unknown Gun Type,5,0,0,0,0,0
2007,6,11,Saladin,Samarra,34.192537,43.886423,Bombing/Explosion,Police,Iraq,Ansar al-Islam,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,3,0,0
2007,6,11,Kirkuk,Hawijah,35.324817,43.766813,Armed Assault,Private Citizens & Property,Iraq,Unknown,Firearms,Unknown Gun Type,1,0,0,2,0,0
2007,6,11,Nineveh,Mosul,36.34,43.13,Armed Assault,Government (General),Iraq,Unknown,Firearms,Unknown Gun Type,3,0,0,0,0,0
2007,6,11,Saladin,Tuz Khormato,34.88576,44.639424,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,2,0,0,0
2007,6,11,Baghdad,Baghdad,33.268315,44.34494,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,4,0,0
2007,6,11,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Military,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,3,0,0
2007,6,11,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Other,Great Britain,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0,0,0
2007,6,11,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,0,0,0
2007,6,11,Diyala,Khalis,33.851043,44.519491,Bombing/Explosion,Military,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,2,0,0
2007,6,11,Diyala,Khan Bani Saad district,33.571807,44.536067,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,3,0,0
2007,6,11,Kirkuk,Kirkuk,35.46883,44.39098,Armed Assault,Private Citizens & Property,Iraq,Unknown,Firearms,Unknown Gun Type,0,0,0,1,0,0
2007,6,12,Nineveh,Mosul,36.34,43.13,Armed Assault,Private Citizens & Property,Iraq,Unknown,Firearms,Unknown Gun Type,1,0,0,0,0,0
2007,6,12,Kirkuk,Hawijah,35.324817,43.766813,Armed Assault,Police,Iraq,Unknown,Firearms,Unknown Gun Type,1,0,0,0,0,0
2007,6,12,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,2,0,0
2007,6,12,Baghdad,Baghdad,33.251522,44.507829,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,2,0,0
2007,6,12,Al Anbar,Ramadi,33.431899,43.311566,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,4,0,1,15,0,0
2007,6,12,Kirkuk,Hawijah,35.324817,43.766813,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,5,0,0
2007,6,12,Baghdad,Baghdad,33.314654,44.347298,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,2,0,0
2007,6,12,Baghdad,Baghdad,33.268315,44.34494,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,0,0,2,0,0
2007,6,12,Baghdad,Baghdad,33.298668,44.423197,Armed Assault,Police,Iraq,Unknown,Firearms,Unknown Gun Type,0,0,0,1,0,0
2007,6,12,Baghdad,Baghdad,33.368141,44.363851,Bombing/Explosion,Military,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,2,0,0
2007,6,12,Diyala,Baqubah,33.75,44.633333,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,3,0,0
2007,6,12,Diyala,Khalis,33.851043,44.519491,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,2,0,0
2007,6,12,Diyala,Khalis,33.851043,44.519491,Armed Assault,Transportation,Iraq,Unknown,Firearms,Unknown Gun Type,2,0,0,2,0,0
2007,6,12,Diyala,Khalis,33.851043,44.519491,Armed Assault,Transportation,Iraq,Unknown,Firearms,Unknown Gun Type,2,0,0,0,0,0
2007,6,12,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,6,0,0
2007,6,12,Baghdad,Baghdad,33.3,44.4,Armed Assault,Police,Iraq,Unknown,Firearms,Unknown Gun Type,3,0,0,0,0,0
2007,6,12,Babil,Unknown,32.512468,44.659809,Bombing/Explosion,Transportation,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,0,0,0,0,0,0
2007,6,12,Diyala,Muqdadiyah,33.971348,44.92668,Bombing/Explosion,Government (General),Iraq,Unknown,Firearms,Unknown Gun Type,0,0,0,0,0,0
2007,6,13,Saladin,Samarra,34.192537,43.886423,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0,0,0
2007,6,13,Saladin,Samarra,34.192537,43.886423,Bombing/Explosion,Religious Figures/Institutions,Iraq,Al-Qaida in Iraq,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2007,6,13,Al Anbar,Ramadi,33.431899,43.311566,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,4,0,1,11,0,0
2007,6,13,Diyala,Mandali,33.747758,45.552322,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),3,0,1,5,0,0
2007,6,13,Diyala,Baqubah,33.75,44.633333,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,0,0,6,0,0
2007,6,13,Kirkuk,Kirkuk,35.46883,44.39098,Bombing/Explosion,Transportation,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2007,6,13,Baghdad,Baghdad,33.3,44.4,Hostage Taking (Kidnapping),Journalists & Media,Iraq,Unknown,Firearms,Unknown Gun Type,1,0,0,0,0,0
2007,6,13,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,6,0,0
2007,6,13,Basra,Basra,30.5,47.816667,Armed Assault,Terrorists/Non-State Militia,Iraq,Unknown,Firearms,Unknown Gun Type,4,0,0,0,0,0
2007,6,13,Baghdad,Baghdad,33.3,44.4,Armed Assault,Police,Iraq,Unknown,Firearms,Unknown Gun Type,3,0,0,0,0,0
2007,6,13,Baghdad,Baghdad,33.305081,44.488947,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,3,0,0
2007,6,13,Baghdad,Baghdad,33.32214,44.451149,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2007,6,13,Diyala,Khan Bani Saad,33.571807,44.536067,Bombing/Explosion,Military,Iraq,Unknown,Chemical,Explosive,1,0,0,8,0,0
2007,6,13,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,0,0,6,0,0
2007,6,13,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,0,0,2,0,0
2007,6,13,Baghdad,Baghdad,33.247211,44.35676,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,0,0,1,0,0
2007,6,13,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,0,0,2,0,0
2007,6,13,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,0,0,1,0,0
2007,6,13,Babil,Iskandariyah,32.88504,44.348,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2007,6,13,Babil,Iskandariyah,32.88504,44.348,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2007,6,13,Saladin,Arab Thauailib,34.612778,44.620556,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2007,6,13,Babil,Iskandariyah,32.88504,44.348,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2007,6,13,Basra,Basra,30.5,47.816667,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Firearms,Unknown Gun Type,1,0,0,2,0,0
2007,6,13,Basra,Basra,30.5,47.816667,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Firearms,Unknown Gun Type,1,0,0,2,0,0
2007,6,13,Basra,Basra,30.5,47.816667,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Firearms,Unknown Gun Type,1,0,0,1,0,0
2007,6,13,Basra,Basra,30.5,47.816667,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Firearms,Unknown Gun Type,1,0,0,1,0,0
2007,6,14,Qadisiyah,Diwaniyah,31.988807,44.924958,Armed Assault,Police,Iraq,Unknown,Firearms,Unknown Gun Type,2,0,0,0,0,0
2007,6,14,Kirkuk,Riyadh,35.27226,43.915325,Bombing/Explosion,Government (General),Iraq,Unknown,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),1,0,1,6,0,0
2007,6,14,Babil,Iskandariyah,32.88504,44.348,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,2,0,0
2007,6,14,Babil,Iskandariyah,32.88504,44.348,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2007,6,14,Babil,Iskandariyah,32.88504,44.348,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2007,6,14,Babil,Mahawil,32.661036,44.407655,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2007,6,14,Saladin,Balad,34.016389,44.145278,Armed Assault,Private Citizens & Property,Iraq,Unknown,Firearms,Unknown Gun Type,2,0,0,3,0,0
2007,6,14,Baghdad,Baghdad,33.251563,44.391939,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,2,0,0
2007,6,14,Baghdad,Baghdad,33.251563,44.391939,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,2,0,0
2007,6,16,Basra,Basra,30.5,47.816667,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2007,6,17,Babil,Haswah,32.878436,44.387452,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,1,0,1,6,0,0
2007,6,17,Kirkuk,Kirkuk,35.46883,44.39098,Bombing/Explosion,Government (General),Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,2,0,0,4,0,0
2007,6,19,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,79,0,1,200,0,0
2007,6,20,Babil,Unknown,32.468191,44.550194,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2007,6,21,Saladin,Sulayman Beg,34.788274,44.667751,Bombing/Explosion,Government (General),Iraq,Al-Qaida in Iraq,Explosives/Bombs/Dynamite,Vehicle,18,0,1,66,0,0
2007,6,23,Babil,Hillah,32.483494,44.433269,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,2,0,0,NA,0,NA
2007,6,25,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Government (General),Iraq,Unknown,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),14,0,1,27,0,0
2007,6,25,Saladin,Baiji,34.929159,43.493025,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),16,0,1,50,0,0
2007,6,25,Babil,Hillah,32.483494,44.433269,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),9,0,1,NA,0,NA
2007,6,25,Babil,Hillah,32.483494,44.433269,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,9,0,1,31,0,0
2007,6,25,Nineveh,Mosul,36.34,43.13,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,1,0,0,20,0,0
2007,6,26,Baghdad,Baghdad,33.3,44.4,Assassination,Private Citizens & Property,Iraq,Unknown,Firearms,Unknown Gun Type,2,0,0,0,0,0
2007,6,27,Baghdad,Baghdad,33.381146,44.34494,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,10,0,NA,NA,0,NA
2007,6,27,Saladin,Samarra,34.192537,43.886423,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Pressure Trigger,7,0,0,2,0,0
2007,6,27,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,5,0,0,10,0,0
2007,6,27,Kirkuk,Kirkuk,35.46883,44.39098,Armed Assault,Police,Iraq,Unknown,Firearms,Unknown Gun Type,4,0,NA,1,0,NA
2007,6,29,Baghdad,Baghdad,33.268315,44.34494,Bombing/Explosion,Transportation,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,22,0,NA,50,0,NA
2007,6,30,Diyala,Muqdadiyah,33.971506,44.92687,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),20,0,1,22,0,0
2007,6,30,Saladin,Dowr,34.457193,43.799264,Armed Assault,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,10,0,NA,NA,0,NA
2007,7,2,Al Anbar,Ramadi,33.431899,43.311566,Bombing/Explosion,Transportation,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,1,0,NA,6,0,NA
2007,7,2,Saladin,Rashid,34.533753,43.483738,Bombing/Explosion,Police,Iraq,Al-Qaida in Iraq,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),1,0,1,0,0,0
2007,7,2,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,4,0,0,25,0,0
2007,7,3,Kirkuk,Kirkuk,35.46883,44.39098,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,2,0,0,19,0,0
2007,7,3,Baghdad,Baghdad,33.411707,44.432341,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,18,0,0,35,0,0
2007,7,4,Baghdad,Baghdad,33.3,44.4,Armed Assault,Private Citizens & Property,Iraq,Unknown,Firearms,Unknown Gun Type,2,0,0,0,0,0
2007,7,4,Saladin,Baiji,34.929159,43.493025,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,5,0,NA,12,0,NA
2007,7,5,Kirkuk,Kirkuk,35.46883,44.39098,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,NA,3,0,0
2007,7,5,Kirkuk,Kirkuk,35.46883,44.39098,Hostage Taking (Kidnapping),Private Citizens & Property,Iraq,Unknown,Firearms,Unknown Gun Type,0,0,0,0,0,0
2007,7,5,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,18,0,1,24,0,0
2007,7,5,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,5,0,NA,15,0,NA
2007,7,5,Saladin,Tuz Khormato,34.88576,44.639424,Hostage Taking (Kidnapping),Private Citizens & Property,Iraq,Unknown,Firearms,Unknown Gun Type,0,0,0,0,0,0
2007,7,6,Diyala,Khanaqin district,34.240378,45.136952,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,27,0,1,33,0,0
2007,7,6,Diyala,Baqubah,33.75,44.633333,Hostage Taking (Kidnapping),Private Citizens & Property,Iraq,Unknown,Firearms,Unknown Gun Type,0,0,0,0,0,0
2007,7,7,Saladin,Amerli,34.726456,44.585492,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,150,0,NA,250,0,NA
2007,7,8,Al Anbar,Haswah,33.278425,43.946356,Bombing/Explosion,Military,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,23,0,1,27,0,0
2007,7,8,Baghdad,Baghdad,33.298668,44.423197,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,8,0,NA,15,0,NA
2007,7,8,Baghdad,Baghdad,33.3,44.4,Armed Assault,Government (Diplomatic),Iraq,Islamic State of Iraq (ISI),Firearms,Unknown Gun Type,3,0,0,0,0,0
2007,7,9,Nineveh,Mosul,36.34,43.13,Hostage Taking (Kidnapping),Military,Iraq,Unknown,Firearms,Unknown Gun Type,0,0,0,0,0,0
2007,7,10,Al Anbar,Fallujah,33.35004,43.783488,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),21,0,NA,50,0,NA
2007,7,10,Diyala,Sherween,33.773349,45.14945,Armed Assault,Private Citizens & Property,Iraq,Unknown,Firearms,Unknown Gun Type,43,0,25,40,0,NA
2007,7,10,Nineveh,Mosul,36.34,43.13,Armed Assault,Police,Iraq,Unknown,Firearms,Unknown Gun Type,3,0,0,0,0,0
2007,7,11,Babil,Iskandariyah,32.88504,44.348,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3,0,0,17,0,0
2007,7,12,Nineveh,Mosul,36.34,43.13,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),5,0,1,5,0,0
2007,7,13,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Educational Institution,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2007,7,13,Baghdad,Baghdad,33.3,44.4,Assassination,Educational Institution,Iraq,Unknown,Firearms,Unknown Gun Type,1,0,0,0,0,0
2007,7,15,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,4,0,0,15,0,0
2007,7,15,Wasit,Aziziyah,32.910708,45.06299,Armed Assault,Private Citizens & Property,Iraq,Unknown,Firearms,Unknown Gun Type,2,0,0,0,0,0
2007,7,15,Baghdad,Baghdad,33.286838,44.403552,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,10,0,0,25,0,0
2007,7,16,Baghdad,Baghdad,33.286838,44.403552,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,10,0,0,25,0,0
2007,7,16,Al Anbar,Fallujah,33.35004,43.783488,Armed Assault,Police,Iraq,Unknown,Firearms,Unknown Gun Type,3,0,0,0,0,0
2007,7,17,Kirkuk,Kirkuk,35.46883,44.39098,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,0,0,0,0,0,0
2007,7,17,Kirkuk,Kirkuk,35.46883,44.39098,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,1,0,0,6,0,0
2007,7,18,Kirkuk,Kirkuk,35.46883,44.39098,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,80,0,1,183,0,0
2007,7,18,Diyala,Duwailiya,33.75,44.633333,Armed Assault,Private Citizens & Property,Iraq,Unknown,Firearms,Unknown Gun Type,29,0,0,NA,0,0
